date,bias,entry_ts,entry_hour,entry_px,stop_px,stop_dist_pts,t1_px,t2_px,t1_dist_pts,t2_dist_pts,t1_R_multiple,t2_R_multiple,t1_outcome,t1_pnl,t1_minutes_held,t2_outcome,t2_pnl,t2_minutes_held,minutes_to_sweep,minutes_to_reclaim
2026-03-05,1,2026-03-05 10:39:00-05:00,10,25042.5,24928.5,114.0,25131.75,25188.0,89.25,145.5,0.7828947368421053,1.2763157894736843,stop,-114.0,110,stop,-114.0,110,34,49
2026-03-06,1,2026-03-06 09:59:00-05:00,9,24691.0,24629.75,61.25,24716.75,24742.5,25.75,51.5,0.4204081632653061,0.8408163265306122,target,25.75,1,target,51.5,1,9,9
2026-03-09,-1,2026-03-09 10:05:00-04:00,10,24381.25,24478.0,96.75,24343.5,24313.25,37.75,68.0,0.39018087855297157,0.7028423772609819,target,37.75,6,stop,-96.75,31,13,15
2026-03-10,-1,2026-03-10 10:34:00-04:00,10,25054.0,25064.25,10.25,24995.0,24945.5,59.0,108.5,5.7560975609756095,10.585365853658537,stop,-10.25,2,stop,-10.25,2,44,44
2026-03-11,1,2026-03-11 09:52:00-04:00,9,25044.5,25012.75,31.75,25098.25,25115.5,53.75,71.0,1.6929133858267718,2.236220472440945,target,53.75,6,target,71.0,8,0,2
2026-03-12,-1,2026-03-12 09:50:00-04:00,9,24742.75,24769.0,26.25,24676.5,24630.5,66.25,112.25,2.5238095238095237,4.276190476190476,target,66.25,3,target,112.25,6,0,0
2026-03-13,1,2026-03-13 09:53:00-04:00,9,24788.0,24733.5,54.5,24805.0,24805.0,17.0,17.0,0.3119266055045872,0.3119266055045872,stop,-54.5,4,stop,-54.5,4,0,3
2026-03-16,1,2026-03-16 10:34:00-04:00,10,24670.25,24662.75,7.5,24735.0,24744.25,64.75,74.0,8.633333333333333,9.866666666666667,stop,-7.5,4,stop,-7.5,4,44,44
2026-03-17,1,2026-03-17 10:03:00-04:00,10,24840.0,24834.0,6.0,24895.5,24896.75,55.5,56.75,9.25,9.458333333333334,stop,-6.0,7,stop,-6.0,7,13,13
2026-03-18,1,2026-03-18 09:52:00-04:00,9,24743.5,24715.5,28.0,24779.5,24779.5,36.0,36.0,1.2857142857142858,1.2857142857142858,stop,-28.0,2,stop,-28.0,2,1,2
2026-03-23,-1,2026-03-23 09:50:00-04:00,9,24574.75,24593.25,18.5,24487.0,24432.5,87.75,142.25,4.743243243243243,7.6891891891891895,stop,-18.5,2,stop,-18.5,2,0,0
2026-03-24,-1,2026-03-24 10:01:00-04:00,10,24224.0,24258.0,34.0,24152.75,24134.75,71.25,89.25,2.0955882352941178,2.625,stop,-34.0,6,stop,-34.0,6,10,11
2026-03-25,-1,2026-03-25 10:24:00-04:00,10,24452.5,24500.25,47.75,24414.25,24360.0,38.25,92.5,0.8010471204188482,1.9371727748691099,stop,-47.75,1,stop,-47.75,1,30,34
2026-03-26,1,2026-03-26 09:59:00-04:00,9,24215.75,24139.0,76.75,24195.0,24233.25,20.75,17.5,0.2703583061889251,0.2280130293159609,target,-20.75,1,target,17.5,8,9,9
2026-03-30,-1,2026-03-30 11:06:00-04:00,11,23383.5,23439.75,56.25,23352.75,23293.0,30.75,90.5,0.5466666666666666,1.6088888888888888,target,30.75,2,target,90.5,10,73,76
2026-03-31,1,2026-03-31 10:52:00-04:00,10,23420.75,23413.75,7.0,23531.5,23577.5,110.75,156.75,15.821428571428571,22.392857142857142,stop,-7.0,1,stop,-7.0,1,62,62
2026-04-06,1,2026-04-06 10:11:00-04:00,10,24328.5,24268.5,60.0,24384.0,24418.0,55.5,89.5,0.925,1.4916666666666667,target,55.5,9,stop,-60.0,38,14,21
2026-04-07,-1,2026-04-07 09:55:00-04:00,9,24195.25,24212.0,16.75,24148.0,24118.0,47.25,77.25,2.8208955223880596,4.611940298507463,target,47.25,2,target,77.25,4,5,5
2026-04-09,1,2026-04-09 11:13:00-04:00,11,25065.0,24958.25,106.75,25109.75,25112.75,44.75,47.75,0.41920374707259955,0.44730679156908665,target,44.75,19,target,47.75,19,0,83
2026-04-10,1,2026-04-10 09:51:00-04:00,9,25321.0,25298.25,22.75,25355.25,25372.0,34.25,51.0,1.5054945054945055,2.241758241758242,stop,-22.75,9,stop,-22.75,9,0,1
2026-04-14,1,2026-04-14 09:55:00-04:00,9,25732.75,25720.75,12.0,25763.75,25763.75,31.0,31.0,2.5833333333333335,2.5833333333333335,stop,-12.0,4,stop,-12.0,4,5,5
2026-04-16,-1,2026-04-16 10:13:00-04:00,10,26366.75,26399.75,33.0,26363.0,26275.75,3.75,91.0,0.11363636363636363,2.757575757575758,target,3.75,1,stop,-33.0,32,23,23
2026-04-17,-1,2026-04-17 09:53:00-04:00,9,26718.5,26741.0,22.5,26632.25,26629.5,86.25,89.0,3.8333333333333335,3.9555555555555557,stop,-22.5,7,stop,-22.5,7,1,3
2026-04-20,1,2026-04-20 10:31:00-04:00,10,26730.75,26704.75,26.0,26770.0,26826.0,39.25,95.25,1.5096153846153846,3.6634615384615383,stop,-26.0,10,stop,-26.0,10,41,41
2026-04-21,1,2026-04-21 11:09:00-04:00,11,26745.75,26660.25,85.5,26790.0,26841.75,44.25,96.0,0.5175438596491229,1.1228070175438596,stop,-85.5,116,stop,-85.5,116,69,79
2026-04-22,1,2026-04-22 09:50:00-04:00,9,26827.25,26820.0,7.25,26880.0,26892.5,52.75,65.25,7.275862068965517,9.0,stop,-7.25,1,stop,-7.25,1,0,0
2026-04-23,1,2026-04-23 10:09:00-04:00,10,27026.75,26964.0,62.75,27102.5,27102.5,75.75,75.75,1.207171314741036,1.207171314741036,target,75.75,48,target,75.75,48,8,19
2026-04-24,-1,2026-04-24 09:50:00-04:00,9,27219.75,27256.75,37.0,27203.75,27130.0,16.0,89.75,0.43243243243243246,2.425675675675676,target,16.0,1,target,89.75,6,0,0
2026-04-27,-1,2026-04-27 09:55:00-04:00,9,27380.75,27395.75,15.0,27324.5,27298.0,56.25,82.75,3.75,5.516666666666667,stop,-15.0,1,stop,-15.0,1,5,5
2026-04-28,1,2026-04-28 09:58:00-04:00,9,27206.25,27138.25,68.0,27250.75,27250.75,44.5,44.5,0.6544117647058824,0.6544117647058824,stop,-68.0,36,stop,-68.0,36,2,8
2026-04-29,-1,2026-04-29 09:52:00-04:00,9,27192.25,27225.75,33.5,27155.5,27124.25,36.75,68.0,1.0970149253731343,2.029850746268657,stop,-33.5,2,stop,-33.5,2,0,2
2026-04-30,-1,2026-04-30 10:59:00-04:00,10,27359.75,27378.25,18.5,27286.0,27204.5,73.75,155.25,3.9864864864864864,8.391891891891891,stop,-18.5,1,stop,-18.5,1,67,69
